Content,Tmps,EventTemplate
"10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0032220","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/d6b7bd36-2943-4363-9235-fffdd89ea40e HTTP/1.1"" status: 204 len: 203 time: 0.2511380",,"<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Terminating instance,[instance: {{instance_id}}] Terminating instance,[instance: <*>] Terminating instance
"10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2314420","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Instance destroyed successfully.,[instance: {{instance_id}}] Instance destroyed successfully.,[instance: <*>] Instance destroyed successfully.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.3658569","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Deleting instance files /var/lib/nova/instances/d6b7bd36-2943-4363-9235-fffdd89ea40e_del,[instance: {{instance_id}}] Deleting instance files /var/lib/nova/instances/{{instance_id}}_del,[instance: <*>] Deleting instance files <*>
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Deletion of /var/lib/nova/instances/d6b7bd36-2943-4363-9235-fffdd89ea40e_del complete,[instance: {{instance_id}}] Deletion of /var/lib/nova/instances/{{instance_id}}_del complete,[instance: <*>] Deletion of <*> complete
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Took 1.01 seconds to destroy the instance on the hypervisor.,[instance: {{instance_id}}] Took {{duration}} seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Took 0.45 seconds to deallocate network for instance.,[instance: {{instance_id}}] Took {{duration}} seconds to deallocate network for instance.,[instance: <*>] Took <*> seconds to deallocate network for instance.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.1959360","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.1033430","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Unknown base file: /var/lib/nova/instances/_base/{{hash}},Unknown base file: <*>
Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removable base files: /var/lib/nova/instances/_base/{{hash}},Removable base files: <*>
Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removing base or swap file: /var/lib/nova/instances/_base/{{hash}},Removing base or swap file: <*>
HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any event
"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0927291",,"<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.5053148",,"<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1981771","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU","[instance: {{instance_id}}] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU","[instance: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Total memory: 64172 MB, used: 512.00 MB","[instance: {{uuid}}] Total memory: 64172 MB, used: 512.00 MB","[instance: <*>] Total memory: <*> MB, used: <*> MB"
"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] memory limit: 96258.00 MB, free: 95746.00 MB","[instance: {{instance_id}}] memory limit: 96258.00 MB, free: 95746.00 MB","[instance: <*>] memory limit: <*> MB, free: <*> MB"
"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Total disk: 15 GB, used: 0.00 GB","[instance: {{instance_id}}] Total disk: 15 GB, used: 0.00 GB","[instance: <*>] Total disk: <*> GB, used: <*> GB"
"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] disk limit not specified, defaulting to unlimited","[instance: {{instance_id}}] disk limit not specified, defaulting to unlimited","[instance: <*>] disk limit not specified, defaulting to unlimited"
"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Total vcpu: 16 VCPU, used: 0.00 VCPU","[instance: {{instance_id}}] Total vcpu: 16 VCPU, used: 0.00 VCPU","[instance: <*>] Total vcpu: <*> VCPU, used: <*> VCPU"
"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] vcpu limit not specified, defaulting to unlimited","[instance: {{instance_id}}] vcpu limit not specified, defaulting to unlimited","[instance: <*>] vcpu limit not specified, defaulting to unlimited"
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Claim successful,[instance: {{instance_id}}] Claim successful,[instance: <*>] Claim successful
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1575 time: 0.1659300","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/127e769a-4fe6-4548-93b1-513ac51e0452 HTTP/1.1"" status: 200 len: 1708 time: 0.1873600","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Creating image,[instance: {{instance_id}}] Creating image,[instance: <*>] Creating image
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2707939","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2809780","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] VM Stopped (Lifecycle Event),[instance: {{instance_id}}] VM Stopped (Lifecycle Event),[instance: <*>] VM Stopped (Lifecycle Event)
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2608390","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2535899","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2724411","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2623498","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2472031","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2590120","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2643571","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2399089","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2659712","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2796071","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2585039","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2524278","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2522879","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2724142","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] VM Started (Lifecycle Event),[instance: {{instance_id}}] VM Started (Lifecycle Event),[instance: <*>] VM Started (Lifecycle Event)
The instance sync for host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us' did not match. Re-created its InstanceList.,The instance sync for host '{{hostname}}' did not match. Re-created its InstanceList.,The instance sync for host '<*>' did not match. Re-created its InstanceList.
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] VM Paused (Lifecycle Event),[instance: {{instance_id}}] VM Paused (Lifecycle Event),[instance: <*>] VM Paused (Lifecycle Event)
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2485340","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] During sync_power_state the instance has a pending task (spawning). Skip.,[instance: {{instance_id}}] During sync_power_state the instance has a pending task (spawning). Skip.,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3648129","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,image {{uuid}} at ({{path}}): checking,image <*> at (<*>): checking
"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","image {{uuid}} at ({{path}}): in use: on this node {{local_count}} local, {{other_count}} on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Active base files: /var/lib/nova/instances/_base/{{hash}},Active base files: <*>
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2682462","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4362931","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2755351","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2558961","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2697771","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2580168","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,image {{uuid}} at ({{path}}): checking,image <*> at (<*>): checking
"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","image {{uuid}} at ({{path}}): in use: on this node {{local_count}} local, {{other_count}} on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Active base files: /var/lib/nova/instances/_base/{{hash}},Active base files: <*>
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2643099","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2716691","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
Creating event network-vif-plugged:b25f912d-d8bd-4332-b55f-8e244fe36c7c for instance 127e769a-4fe6-4548-93b1-513ac51e0452,Creating event network-vif-plugged:{{vif_id}} for instance {{instance_id}},Creating event network-vif-plugged:<*> for instance <*>
"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.0975678",,"<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] VM Resumed (Lifecycle Event),[instance: {{instance_id}}] VM Resumed (Lifecycle Event),[instance: <*>] VM Resumed (Lifecycle Event)
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Instance spawned successfully.,[instance: {{instance_id}}] Instance spawned successfully.,[instance: <*>] Instance spawned successfully.
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Took 20.29 seconds to spawn the instance on the hypervisor.,[instance: {{instance_id}}] Took {{time}} seconds to spawn the instance on the hypervisor.,[instance: <*>] Took <*> seconds to spawn the instance on the hypervisor.
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] During sync_power_state the instance has a pending task (spawning). Skip.,[instance: {{instance_id}}] During sync_power_state the instance has a pending task (spawning). Skip.,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] VM Resumed (Lifecycle Event),[instance: {{instance_id}}] VM Resumed (Lifecycle Event),[instance: <*>] VM Resumed (Lifecycle Event)
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Took 21.05 seconds to build instance.,[instance: {{instance_id}}] Took {{time}} seconds to build instance.,[instance: <*>] Took <*> seconds to build instance.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2617211","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2577119","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,image {{uuid}} at ({{path}}): checking,image <*> at (<*>): checking
"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","image {{uuid}} at ({{path}}): in use: on this node {{local_count}} local, {{other_count}} on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Active base files: /var/lib/nova/instances/_base/{{hash}},Active base files: <*>
"10.11.21.141,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2279789","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.21.141,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.0009151","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.21.141,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2249861","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.21.141,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2228522","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.21.141,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0009251","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.21.141,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0009491","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.21.141,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0013518","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.21.141,10.11.10.1 ""GET /latest/meta-data/ HTTP/1.1"" status: 200 len: 328 time: 0.2267661","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/127e769a-4fe6-4548-93b1-513ac51e0452 HTTP/1.1"" status: 204 len: 203 time: 0.2509129",,"<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Terminating instance,[instance: {{instance_id}}] Terminating instance,[instance: <*>] Terminating instance
"10.11.21.141,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ HTTP/1.1"" status: 200 len: 124 time: 0.2311139","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Instance destroyed successfully.,[instance: {{instance_id}}] Instance destroyed successfully.,[instance: <*>] Instance destroyed successfully.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2735779","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Deleting instance files /var/lib/nova/instances/127e769a-4fe6-4548-93b1-513ac51e0452_del,[instance: {{instance_id}}] Deleting instance files /var/lib/nova/instances/{{instance_id}}_del,[instance: <*>] Deleting instance files <*>
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Deletion of /var/lib/nova/instances/127e769a-4fe6-4548-93b1-513ac51e0452_del complete,[instance: {{instance_id}}] Deletion of /var/lib/nova/instances/{{instance_id}}_del complete,[instance: <*>] Deletion of <*> complete
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Took 1.00 seconds to destroy the instance on the hypervisor.,[instance: {{instance_id}}] Took {{duration}} seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.
Auditing locally available compute resources for node cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,Auditing locally available compute resources for node {{node_name}},Auditing locally available compute resources for node <*>
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.1984708","{{ip_address}} ""{{method}} {{url}} HTTP/1.1"" status: {{status_code}} len: {{response_length}} time: {{response_time}}","<*> ""<*> <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>"
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Took 0.47 seconds to deallocate network for instance.,[instance: {{instance_id}}] Took {{duration}} seconds to deallocate network for instance.,[instance: <*>] Took <*> seconds to deallocate network for instance.
